occupation,age,gender,education,years_of_experience,current_salary,salary_10_years,salary_growth,growth_percentage
Designer,53,Other,High School,10,79413,109131,29718,37.42208454535152
Software Engineer,37,Other,Master,2,135332,338458,203126,150.09458221263264
Data Scientist,44,Male,PhD,22,220295,543453,323158,146.69329762364103
Project Manager,53,Other,High School,1,67142,99745,32603,48.558279467397455
Project Manager,50,Other,High School,18,96487,146294,49807,51.620425549555904
Business Analyst,34,Female,High School,4,76276,111021,34745,45.55168073837118
Project Manager,24,Other,Bachelor,0,92325,157704,65379,70.81397238017871
DevOps Engineer,58,Male,Bachelor,6,126152,240161,114009,90.3743103557613
Designer,45,Male,Master,1,98788,157876,59088,59.812932744867794
Product Manager,40,Other,Master,6,150574,319107,168533,111.92702591416845
Designer,35,Other,Bachelor,11,107148,158605,51457,48.02422817038116
Project Manager,64,Female,High School,19,99119,147250,48131,48.55880305491379
Business Analyst,45,Male,PhD,0,107210,193359,86149,80.35537729689395
Data Engineer,61,Male,PhD,3,145034,363344,218310,150.5233255650399
DevOps Engineer,42,Other,Bachelor,9,129291,254334,125043,96.7143884725155
Business Analyst,61,Other,PhD,37,134536,235784,101248,75.25718023428674
Project Manager,31,Other,High School,4,67304,102047,34743,51.621003209318914
Software Engineer,61,Other,Bachelor,11,146067,303860,157793,108.02782284841888
Product Manager,48,Other,PhD,3,162311,376390,214079,131.8943263241555
Designer,35,Other,Master,8,107995,172590,64595,59.812954303439966
Data Scientist,64,Male,PhD,36,227424,537284,309860,136.24771352187983
Software Engineer,52,Female,High School,30,155769,291303,135534,87.00961038460798
DevOps Engineer,61,Other,Master,2,126480,272555,146075,115.49256799493992
Product Manager,37,Male,PhD,4,155353,360255,204902,131.894459714328
Project Manager,25,Male,PhD,2,135507,277341,141834,104.66913148398238
Software Engineer,58,Male,High School,23,130953,244895,113942,87.00984322619566
Consultant,61,Other,High School,35,102779,164961,62182,60.500685937788845
Data Scientist,39,Male,PhD,7,177771,438549,260778,146.69321767892401
Business Analyst,50,Male,Bachelor,26,98352,152737,54385,55.29628273954774
Data Engineer,39,Female,Bachelor,1,109963,226637,116674,106.10296190536816
Designer,27,Female,Master,0,104796,175308,70512,67.2850108782778
Project Manager,62,Male,Bachelor,17,111614,177524,65910,59.051731861594426
Business Analyst,28,Male,PhD,1,116122,221741,105619,90.95520228724962
Product Manager,61,Female,Bachelor,32,146524,266766,120242,82.06300674292267
Software Engineer,29,Male,Master,6,161155,439768,278613,172.88511060779993
Project Manager,59,Female,PhD,34,148962,277333,128371,86.17701158684766
Project Manager,42,Male,Bachelor,12,90330,147138,56808,62.88940551311857
Consultant,40,Female,PhD,15,168211,366531,198320,117.89954283608088
Product Manager,59,Female,Master,30,192120,392662,200542,104.38371850926504
Software Engineer,24,Male,PhD,1,189067,580952,391885,207.27308308694802
Designer,50,Male,Bachelor,12,111972,165745,53773,48.023613046118676
Product Manager,25,Female,Bachelor,0,128737,256817,128080,99.48965720810645
DevOps Engineer,29,Other,High School,3,113241,213468,100227,88.50769597583914
Software Engineer,43,Female,Master,5,171847,429781,257934,150.09514277234985
Consultant,59,Other,PhD,32,191299,401483,210184,109.8719805121825
Designer,22,Other,Master,0,123158,206025,82867,67.28511343152698
Product Manager,24,Male,High School,2,94494,170465,75971,80.39769720828835
Software Engineer,61,Other,High School,10,117690,220091,102401,87.00909168153625
Consultant,65,Male,Master,18,136376,264287,127911,93.79289611075262
DevOps Engineer,59,Female,Master,36,183810,396097,212287,115.49262825743976
Consultant,62,Male,Master,28,162859,315609,152750,93.79279008221836
DevOps Engineer,33,Male,High School,8,108880,194069,85189,78.2411829537105
DevOps Engineer,51,Female,Bachelor,7,126095,240052,113957,90.37392442206273
Consultant,28,Female,Bachelor,3,109493,207471,97978,89.48334596732211
Software Engineer,65,Male,Master,20,187684,449232,261548,139.35551245710874
Data Scientist,49,Other,High School,4,95413,170065,74652,78.24091056774233
Designer,49,Female,PhD,22,171304,289850,118546,69.20212020735067
Data Engineer,53,Male,PhD,3,145904,365523,219619,150.52294659502138
Data Scientist,50,Other,PhD,8,161497,398402,236905,146.69312742651564
Designer,28,Male,Bachelor,1,87712,134916,47204,53.81703757752645
Business Analyst,51,Other,PhD,26,128530,225258,96728,75.25713841126586
DevOps Engineer,32,Male,Master,10,151344,339045,187701,124.02275610529654
Data Scientist,47,Male,Bachelor,11,132318,260289,127971,96.71473268943001
Product Manager,50,Other,Bachelor,0,103427,194146,90719,87.71307298867801
Product Manager,32,Male,Bachelor,7,120041,225333,105292,87.71336460042819
Project Manager,36,Male,Bachelor,12,99446,161987,62541,62.8894073165336
Designer,64,Other,Bachelor,15,105930,153812,47882,45.201548192202395
Data Engineer,55,Other,Master,9,168700,383189,214489,127.14226437462952
Software Engineer,23,Male,Bachelor,1,123594,287267,163673,132.4279495768403
DevOps Engineer,36,Other,High School,12,123560,220235,96675,78.24134023955973
DevOps Engineer,26,Male,Bachelor,4,121082,254235,133153,109.96927701887978
Project Manager,51,Male,Master,9,98129,170823,72694,74.08003750165598
Business Analyst,62,Other,Master,33,117429,193660,76231,64.91667305350467
Data Engineer,31,Female,Master,8,164411,389220,224809,136.73598481853404
Product Manager,55,Other,Bachelor,6,110561,201291,90730,82.06329537540363
Product Manager,46,Male,Bachelor,20,152730,286695,133965,87.71361225692398
Designer,65,Male,Master,28,132753,207348,74595,56.190820546428334
Designer,57,Female,PhD,19,158934,262109,103175,64.91688373790379
Product Manager,59,Other,PhD,16,173786,387037,213251,122.70896389812758
Business Analyst,23,Female,Master,1,108166,192615,84449,78.07351663184365
Project Manager,64,Other,PhD,8,119137,221805,102668,86.1764187448064
Consultant,46,Female,High School,10,107859,177371,69512,64.44710223532574
Data Engineer,61,Other,High School,25,120664,217240,96576,80.03712789232911
Business Analyst,27,Female,High School,2,76288,115198,38910,51.004089765100666
Data Engineer,34,Other,High School,8,104954,194712,89758,85.5212759875755
Project Manager,38,Other,High School,8,80594,122197,41603,51.62046802491501
Consultant,35,Male,High School,10,93411,153612,60201,64.44744195009153
Consultant,57,Male,Master,2,123648,239621,115973,93.79286361283644
Software Engineer,58,Other,Master,6,139683,334339,194656,139.35554076014978
Consultant,24,Female,Bachelor,1,110145,208706,98561,89.48295428753006
Designer,58,Male,Bachelor,17,117327,170361,53034,45.20187169193792
Product Manager,40,Female,PhD,15,183277,425009,241732,131.89434571713855
DevOps Engineer,55,Female,PhD,5,163164,385471,222307,136.24757912284574
Software Engineer,45,Other,PhD,19,230225,642022,411797,178.8671951351938
DevOps Engineer,23,Other,Master,1,135770,328564,192794,142.00044192384178
Consultant,22,Male,PhD,0,127323,298940,171617,134.78868704004776
Product Manager,53,Female,Bachelor,5,117827,214519,96692,82.06268512310422
Designer,52,Other,High School,18,95184,130804,35620,37.42225584131787
DevOps Engineer,30,Male,PhD,4,174517,430522,256005,146.6934453377035
Data Scientist,41,Other,Master,16,174521,390967,216446,124.0228969579592
Business Analyst,50,Other,PhD,0,100293,180884,80591,80.35555821443171
Designer,46,Other,PhD,1,111006,187824,76818,69.20166477487703
Consultant,36,Other,PhD,2,133524,290948,157424,117.89940385249093
Product Manager,55,Male,PhD,5,149876,333787,183911,122.70877258533721
Product Manager,61,Female,Master,5,123007,251406,128399,104.38349037046673
Data Engineer,32,Other,Master,1,140742,333187,192445,136.73601341461682
DevOps Engineer,29,Male,PhD,2,165602,445204,279602,168.83974831221843
Product Manager,25,Male,Bachelor,0,112561,224548,111987,99.49005428167837
Consultant,32,Female,High School,5,93038,152998,59960,64.44678518454825
DevOps Engineer,36,Other,Bachelor,8,129288,254329,125041,96.71508570014232
DevOps Engineer,28,Other,High School,2,117546,221584,104038,88.50832865431406
Product Manager,35,Other,PhD,1,153561,356099,202538,131.8941658363777
Product Manager,45,Male,High School,23,125119,214228,89109,71.21939913202631
Product Manager,34,Female,High School,3,99333,170077,70744,71.21903093634543
Designer,26,Other,Bachelor,1,93449,143740,50291,53.81652024098707
Data Scientist,28,Other,PhD,2,180666,485702,305036,168.83973741600522
Business Analyst,38,Male,PhD,16,134938,243368,108430,80.35542249032889
Consultant,38,Male,High School,14,111644,183595,71951,64.446813084447
DevOps Engineer,63,Other,PhD,21,195666,462257,266591,136.24799403064404
Project Manager,62,Male,PhD,29,135535,252335,116800,86.17700225034125
Designer,41,Other,PhD,0,110467,186912,76445,69.20166203481583
Data Engineer,63,Male,Master,32,192133,436415,244282,127.14213591626633
Software Engineer,22,Female,Bachelor,0,133446,310166,176720,132.42809825697287
Data Engineer,33,Other,High School,2,109680,203480,93800,85.52151714077316
Project Manager,39,Female,PhD,0,110127,211627,101500,92.16631707029157
Software Engineer,28,Male,Bachelor,5,143389,333276,189887,132.42787103613247
Project Manager,47,Other,High School,6,72275,109584,37309,51.62089242476652
Data Engineer,43,Female,Bachelor,2,132029,272115,140086,106.10244718963257
Data Engineer,55,Female,PhD,30,206979,518531,311552,150.52348305866778
Data Engineer,41,Male,Master,8,170151,402809,232658,136.73619314608788
Business Analyst,61,Male,High School,33,88848,126957,38109,42.89235548352242
Software Engineer,49,Male,PhD,12,182036,507638,325602,178.866817552572
Product Manager,24,Male,High School,0,100736,181726,80990,80.39826874205845
Consultant,64,Male,Bachelor,33,126807,220746,93939,74.08029525183942
DevOps Engineer,61,Female,High School,18,119636,207328,87692,73.29900698786318
Product Manager,65,Other,PhD,14,167744,373581,205837,122.70900896604348
Business Analyst,52,Other,Master,11,95748,157905,62157,64.91728286752726
Data Scientist,42,Male,Master,1,123933,277638,153705,124.02265740359711
DevOps Engineer,26,Other,High School,0,92750,174841,82091,88.5078167115903
Business Analyst,33,Male,Master,10,117135,198195,81060,69.20220258675886
Data Scientist,58,Other,Master,28,190479,410468,219989,115.49252148530809
Product Manager,63,Other,High School,21,112454,187561,75107,66.7890870933893
DevOps Engineer,28,Female,High School,0,114549,215934,101385,88.5079747531624
Data Engineer,53,Male,High School,7,98510,177354,78844,80.03654451324739
Business Analyst,59,Male,Master,14,108111,178293,70182,64.91661348058939
Data Engineer,24,Female,High School,1,112266,221102,108836,96.94475620401546
Project Manager,61,Male,Bachelor,17,108589,172713,64124,59.05202184383317
Data Scientist,39,Other,High School,6,111321,198420,87099,78.24130218018163
Designer,24,Male,High School,0,74341,107322,32981,44.36448258699775
Product Manager,49,Other,Bachelor,3,117068,219752,102684,87.71312399630983
Data Engineer,53,Other,PhD,2,166988,418344,251356,150.52339090234028
DevOps Engineer,46,Female,Bachelor,10,137480,270443,132963,96.71443118999127
Software Engineer,38,Female,PhD,2,181364,505764,324400,178.86680928960544
Product Manager,53,Female,High School,11,108900,181634,72734,66.78971533516989
Software Engineer,34,Female,Master,6,179212,448200,268988,150.09485971921524
Business Analyst,42,Male,High School,0,66576,96902,30326,45.550949291035806
Data Engineer,50,Other,Master,2,132280,313154,180874,136.73571212579375
DevOps Engineer,60,Male,PhD,0,147882,349368,201486,136.24781920720574
Project Manager,56,Other,Master,21,127222,221468,94246,74.07995472481174
Software Engineer,57,Male,Master,6,145842,349080,203238,139.35491833628174
Data Scientist,51,Male,High School,21,133592,231514,97922,73.29929935924307
Software Engineer,32,Other,Bachelor,6,128088,276532,148444,115.89219911310973
Consultant,24,Female,Master,0,117459,251713,134254,114.29860632220606
Data Scientist,58,Male,Master,18,160381,345609,185228,115.49248352360941
Business Analyst,31,Female,High School,4,76150,110838,34688,45.55219960604071
Project Manager,34,Other,Bachelor,2,75049,122246,47197,62.8882463457208
Software Engineer,62,Male,Bachelor,4,116196,241720,125524,108.02781507108679
Consultant,57,Female,Master,26,161637,313241,151604,93.79288158033123
DevOps Engineer,57,Female,High School,15,121101,209867,88766,73.29914699300583
Product Manager,55,Female,High School,30,136106,227010,90904,66.7891202445153
Software Engineer,40,Male,PhD,2,166764,465050,298286,178.86714158931184
Designer,63,Male,Master,23,125008,195251,70243,56.19080378855753
Data Scientist,57,Female,Master,14,175426,378030,202604,115.49257236669592
Data Scientist,50,Other,Master,18,194128,434891,240763,124.02280969257397
Project Manager,54,Male,High School,21,86541,128564,42023,48.558486728833735
Designer,46,Male,High School,5,76900,107431,30531,39.70221066319896
Software Engineer,60,Male,Master,36,220791,528475,307684,139.35531792509659
Project Manager,60,Male,Master,20,119827,208595,88768,74.08013219057474
Consultant,48,Other,Master,9,133059,266681,133622,100.42312057057397
Project Manager,55,Other,High School,15,82120,121996,39876,48.55820750121773
Project Manager,51,Male,High School,9,75773,112567,36794,48.558193551792854
Data Scientist,39,Female,High School,1,92515,164900,72385,78.24136626493001
Project Manager,32,Female,Master,9,113749,203707,89958,79.08465129363775
Project Manager,25,Female,Master,2,117181,222038,104857,89.48293665355305
Designer,58,Other,Bachelor,1,82176,119321,37145,45.20176207165109
Product Manager,64,Female,Master,40,180341,368588,188247,104.38391713476136
Designer,47,Male,High School,11,96146,134318,38172,39.702119692966946
Project Manager,25,Other,High School,1,78760,124375,45615,57.916455053326565
Consultant,63,Female,High School,16,103684,166413,62729,60.50017360441341
Data Engineer,42,Male,High School,11,123288,228726,105438,85.5217052754526
Software Engineer,28,Female,High School,1,110887,228116,117229,105.71933590051133
Project Manager,44,Male,Bachelor,12,96395,157017,60622,62.88915400176358
Software Engineer,34,Male,Bachelor,11,158131,341392,183261,115.89188710626
DevOps Engineer,29,Other,PhD,7,169734,456313,286579,168.84006739957815
Software Engineer,25,Other,Bachelor,0,139755,324830,185075,132.42817788272333
Product Manager,57,Other,Master,33,191067,390510,199443,104.3838025404701
DevOps Engineer,53,Female,High School,1,85938,148930,62992,73.29935534920524
Project Manager,52,Female,PhD,3,117431,218629,101198,86.1765632584241
Software Engineer,61,Other,PhD,37,224095,595130,371035,165.57040540842053
Software Engineer,57,Other,Bachelor,12,152937,318152,165215,108.028142306963
Data Engineer,39,Female,Bachelor,5,118297,243813,125516,106.10243708631664
Business Analyst,39,Other,Master,6,107588,182041,74453,69.20195560843216
Project Manager,26,Female,Bachelor,0,85592,146203,60611,70.81386110851481
Designer,36,Female,Bachelor,5,95331,141113,45782,48.02425234184054
Business Analyst,35,Male,High School,3,69870,101697,31827,45.55173894375268
Data Scientist,44,Other,Master,13,161537,361880,200343,124.0229792555266
Data Scientist,22,Male,Master,0,131086,317229,186143,142.00067131501456
Data Engineer,25,Other,High School,2,112125,220824,108699,96.94448160535117
Business Analyst,22,Female,Bachelor,0,92562,150057,57495,62.115122836585215
Designer,47,Other,High School,18,95399,133275,37876,39.70272225075735
Business Analyst,44,Female,PhD,11,127873,230626,102753,80.35550898156765
Consultant,34,Female,Bachelor,6,110585,198040,87455,79.08396256273454
Software Engineer,24,Female,Master,0,163357,445777,282420,172.88515337573534
Business Analyst,37,Male,PhD,15,137126,247314,110188,80.35529367151379
Software Engineer,59,Other,Master,5,162641,389290,226649,139.35539009228916
